HomeTeam,AwayTeam,FTHG,FTAG,HST,AST,HC,AC,B365>2.5,B365<2.5,Season,P>2.5,P<2.5,RATING_H_DEF,RATING_H_OFF,RATING_A_DEF,RATING_A_OFF
Liverpool,Leeds,6,0,15,2,4,0,1.28,3.75,2021-22,0.753620425466076,0.246379574533924,2.9662572043491124,24.041543775645543,3.1919446352591585,20.08125216877528
Arsenal,Wolves,2,1,5,2,5,4,2.2,1.66,2021-22,0.44646487194835094,0.5535351280516491,5.591632288150454,15.309350151269761,5.402977446167818,14.0450054429847
Southampton,Norwich,2,0,9,1,13,6,1.72,2.1,2021-22,0.5672114443831087,0.43278855561689134,7.889373743098395,15.822989166177695,8.144398623543823,15.21311173499621
Leeds,Tottenham,0,4,3,11,3,6,1.61,2.3,2021-22,0.6088679739922859,0.39113202600771413,13.320823368666446,6.956025405085592,13.239005246613152,7.926832992143201
Brentford,Newcastle,0,2,1,11,6,6,2.3,1.61,2021-22,0.41728770387456615,0.5827122961254338,15.021606548547725,5.003843664532485,14.212771519781345,5.234647876240793
Crystal Palace,Burnley,1,1,4,1,5,4,2.2,1.66,2021-22,0.4255215955857386,0.5744784044142615,6.69004945773538,7.4228937639289025,6.940498483631638,7.847165611357422
Man United,Watford,0,0,3,2,4,3,1.61,2.3,2021-22,0.6027377717830357,0.39726222821696433,8.828612736422544,10.83029845970839,8.722236287234347,11.181151541175813
Brighton,Aston Villa,0,2,1,4,7,2,2.1,1.72,2021-22,0.46381665844693276,0.5361833415530672,9.776723530447088,7.742150809544669,9.539696561097841,7.626188459516439
Everton,Man City,0,1,2,8,3,4,1.57,2.37,2021-22,0.6305461950676943,0.36945380493230573,10.068066960316525,5.83040483177514,9.567619555019347,7.589160392749609
West Ham,Wolves,1,0,4,1,3,5,2.3,1.61,2021-22,0.41427260289937584,0.5857273971006242,8.00276503332823,6.731869317270821,7.841709793737251,6.8075856060489395
Burnley,Leicester,0,2,2,6,6,8,2.02,1.88,2021-22,0.4816673334238057,0.5183326665761943,12.001996606445008,3.6028021334520757,11.85377985431508,5.5107785588037395
Leicester,Leeds,1,0,4,4,5,10,1.53,2.5,2021-22,0.6437443488538942,0.3562556511461058,12.927543240950731,10.925694097522332,12.610322133526518,11.742759551985438
Aston Villa,Southampton,4,0,9,1,4,7,1.86,2.04,2021-22,0.5313674541570348,0.4686325458429652,10.013783269480601,7.801176207251354,10.121204011237774,9.07774509503836
Burnley,Chelsea,0,4,1,5,5,2,2.1,1.72,2021-22,0.4571168031988273,0.5428831968011727,10.556879233670273,3.207994795391299,10.465466144911119,5.80524460120208
Newcastle,Brighton,2,1,4,4,4,7,2.3,1.61,2021-22,0.4178493500287315,0.5821506499712685,8.244337253663193,9.532569661071355,8.39856320578028,8.089577205356637
Norwich,Brentford,1,3,7,6,5,5,2.3,1.61,2021-22,0.42855530746034587,0.5714446925396541,16.81314327377462,3.74512547310977,16.37066932429527,6.140320886723191
Wolves,Crystal Palace,0,2,5,8,7,7,2.62,1.5,2021-22,0.36158459066347626,0.6384154093365237,11.353277298409298,7.594394173656705,11.505804876122387,8.07803926155201
Liverpool,West Ham,1,0,5,5,4,6,1.5,2.62,2021-22,0.6515320644684608,0.3484679355315392,4.362716652388258,22.98690396284042,4.47541376457032,19.009512736518516
Watford,Arsenal,2,3,7,4,1,5,2.05,1.85,2021-22,0.47091016881844605,0.529089831181554,8.774004737402967,5.641047761272116,8.689387254346974,6.92873340228787
Man City,Man United,4,1,10,2,9,3,1.61,2.3,2021-22,0.6172943666592444,0.3827056333407556,1.2750167829330876,25.546744668595302,0.9030948715224707,21.698420246548388
Tottenham,Everton,5,0,7,0,5,2,1.72,2.1,2021-22,0.5645046038226541,0.4354953961773459,6.854292183877838,13.562894389988513,7.176854074473505,13.068021041492456
Norwich,Chelsea,1,3,3,7,3,8,1.72,2.1,2021-22,0.5666643953029938,0.43333560469700616,16.788760014356345,2.8181475071449635,16.371772076586158,6.3073555417573655
Southampton,Newcastle,1,2,5,4,12,5,1.8,2.0,2021-22,0.5479825739393881,0.4520174260606119,9.327573119912039,15.65812642132197,9.048519983294106,15.413946792422548
Wolves,Watford,4,0,5,0,5,2,2.3,1.61,2021-22,0.41528652428408463,0.5847134757159154,9.722000318186367,7.697168538389987,10.10854423096746,8.412607173299078
Leeds,Aston Villa,0,3,1,9,3,5,1.72,2.1,2021-22,0.5665523577561592,0.4334476422438408,13.224132748838533,6.668767247133525,13.288156070452805,7.582533395619615
Brighton,Liverpool,0,2,3,9,7,6,1.72,2.1,2021-22,0.5800953761202738,0.41990462387972616,9.541410962791538,8.78033724841417,9.107732237554188,9.088535807929642
Brentford,Burnley,2,0,4,1,2,9,2.3,1.61,2021-22,0.417672116510116,0.582327883489884,15.54641592562923,4.2100685227041525,14.838659327160668,4.826917274866979
Man United,Tottenham,3,2,6,3,4,5,1.72,2.1,2021-22,0.570626067843073,0.429373932156927,8.703599141371317,10.576754883373585,8.801847347002816,11.14514206482749
Chelsea,Newcastle,1,0,3,2,7,2,1.72,2.1,2021-22,0.5646691410660123,0.4353308589339877,4.208293115986834,13.853702248113352,3.720335736250493,13.060681066661825
Everton,Wolves,0,1,2,3,5,2,2.3,1.61,2021-22,0.41294294602472364,0.5870570539752764,9.169633876260095,4.567580669819361,8.92503336257928,6.196355720415523
Leeds,Norwich,2,1,7,4,6,2,1.66,2.2,2021-22,0.5886049869158073,0.4113950130841927,12.36389368777496,7.359001422722132,12.851734019922137,7.7556339607139595
Southampton,Watford,1,2,7,5,11,3,1.8,2.0,2021-22,0.5414431743869839,0.45855682561301614,9.45944211046723,16.948041975633128,9.35786301051954,16.62236436758593
West Ham,Aston Villa,2,1,4,7,5,7,2.01,1.89,2021-22,0.4726407548043042,0.5273592451956959,7.663226828497722,8.53717110438343,8.178957993239523,8.143132179749486
Arsenal,Leicester,2,0,8,3,2,6,1.61,2.3,2021-22,0.6157583488031223,0.3842416511968777,6.194933183995629,14.458273370140931,5.94099552017008,12.823648812777849
Crystal Palace,Man City,0,0,1,4,2,6,1.72,2.1,2021-22,0.5770900938450405,0.4229099061549595,6.865819235197105,7.689495949448387,6.50319599138664,8.591720818842091
Brighton,Tottenham,0,2,0,7,6,3,2.0,1.8,2021-22,0.48751001323499926,0.5124899867650008,9.316882699061619,8.107807839796351,8.91602155638025,8.636481897523542
Arsenal,Liverpool,0,2,2,3,1,6,1.72,2.1,2021-22,0.5866649487493948,0.4133350512506052,5.353590353841225,12.813603276758498,4.809886159080455,11.542941227653248
Everton,Newcastle,1,0,3,6,5,7,1.9,2.0,2021-22,0.49993645532879355,0.5000635446712065,10.216147662204609,4.853971787652821,9.809945280079843,6.257962730594491
Wolves,Leeds,2,3,8,6,2,5,1.99,1.91,2021-22,0.48593543304388875,0.5140645669561112,10.203425217449677,7.1775092442074335,10.366629045864999,7.5743635229944015
Aston Villa,Arsenal,0,1,1,3,6,5,1.92,1.98,2021-22,0.5059849315178234,0.4940150684821766,8.39774270744813,9.635128124249388,8.50924561771634,10.658672584387634
Leicester,Brentford,2,1,4,6,2,5,1.91,1.99,2021-22,0.5198327398175947,0.4801672601824053,12.612495056536973,9.813807018030321,12.620696347505167,10.12402081201005
Tottenham,West Ham,3,1,4,1,5,3,1.72,2.1,2021-22,0.5604811079608936,0.43951889203910643,5.904792903054616,12.31632216317635,6.132866733071538,12.028939908358018
Liverpool,Watford,2,0,3,2,9,3,1.36,3.2,2021-22,0.706303351547144,0.29369664845285604,3.6530844514881347,21.245457665793037,4.1719541454412035,17.910608598077346
Brighton,Norwich,0,0,4,0,11,2,2.0,1.8,2021-22,0.48479572998224696,0.515204270017753,8.074151686841619,9.589933069994455,8.147145880442118,9.089802084881015
Burnley,Man City,0,2,1,6,1,8,1.57,2.37,2021-22,0.6182591763954258,0.3817408236045742,9.786854867713249,2.3804317708228213,9.462142191154502,5.397557892283045
Chelsea,Brentford,1,4,8,6,12,7,1.91,1.99,2021-22,0.5074521546756576,0.49254784532434237,6.087902008251783,16.415173203577297,5.565968564040476,14.460739463376656
Leeds,Southampton,1,1,3,6,4,7,1.61,2.3,2021-22,0.6201228844668828,0.3798771155331172,12.11345804773986,7.169980476080799,12.410920176132612,7.816690046332756
Wolves,Aston Villa,2,1,5,5,4,9,2.37,1.57,2021-22,0.4072405887734513,0.5927594112265486,11.01870926862162,7.2295773128536505,11.216690292068071,7.789890100716739
Man United,Leicester,1,1,5,3,6,5,1.57,2.37,2021-22,0.6248338800410242,0.37516611995897575,8.38063121791605,10.876168315222223,8.523852985432729,10.958338633931755
West Ham,Everton,2,1,5,2,2,4,2.0,1.9,2021-22,0.4711753977391722,0.5288246022608278,7.213095893163648,7.449480313071379,7.856486787369598,7.077031335156328
Tottenham,Newcastle,5,1,6,1,2,3,1.8,2.0,2021-22,0.5399013751023767,0.4600986248976233,5.164892742286943,12.036578256635812,5.293766973172315,11.44208548561362
Crystal Palace,Arsenal,3,0,5,3,0,2,2.1,1.72,2021-22,0.4516346200533649,0.548365379946635,5.955575150301979,7.210610868658152,5.590042601529572,8.19316836205508
Burnley,Everton,3,2,4,4,9,6,2.2,1.66,2021-22,0.42076512429743074,0.5792348757025693,10.257350077138105,3.9974788154597336,10.076514784230804,6.551161957069795
Newcastle,Wolves,1,0,4,2,1,2,2.37,1.57,2021-22,0.4080649775955192,0.5919350224044808,7.806225515591322,7.936587408428167,7.91907131616274,6.981783319520272
Everton,Man United,1,0,3,4,5,7,1.85,2.05,2021-22,0.5227235003620561,0.47727649963794394,11.391429766819483,5.455670810065379,10.641544951474675,6.619702467645659
Arsenal,Brighton,1,2,4,3,11,2,2.04,1.86,2021-22,0.4685906923937558,0.5314093076062443,4.366028889718125,12.714538736723213,3.9060737404979053,11.55011224783041
Southampton,Chelsea,0,6,1,14,3,3,1.95,1.95,2021-22,0.5198970656316138,0.48010293436838625,10.244120586360719,14.49216602727631,9.917571434497702,14.78626514847668
Watford,Leeds,0,3,1,5,3,8,1.72,2.1,2021-22,0.5567094338973388,0.44329056610266115,10.579807534619395,3.8719986255103453,10.668894770667073,4.66745687751735
Aston Villa,Tottenham,0,4,8,5,9,3,1.86,2.04,2021-22,0.520613845890301,0.479386154109699,8.220582478694814,12.286839557690067,8.195299741418026,13.220652916328708
Brentford,West Ham,2,0,7,1,4,6,2.1,1.72,2021-22,0.46200743292064317,0.5379925670793568,14.3192723863076,7.054808487422511,13.865387396837784,7.792861517745757
Leicester,Crystal Palace,2,1,3,3,3,4,1.99,1.91,2021-22,0.4837683087675815,0.5162316912324185,11.706941526264181,8.359909022209013,11.845041897882439,9.440800456603336
Norwich,Burnley,2,0,6,4,6,7,2.3,1.61,2021-22,0.41530940754283346,0.5846905924571666,17.42668492454643,2.06774686401329,17.14855030350951,5.4721034165891185
Man City,Liverpool,2,2,5,4,4,1,1.72,2.1,2021-22,0.5871088034212385,0.4128911965787615,0.0,22.549494679523832,0.0,19.8113229164906
Tottenham,Brighton,0,1,0,5,4,4,1.9,2.0,2021-22,0.5113679717991834,0.48863202820081664,7.601760859479707,10.264688259972745,7.206653831331729,9.712290153711008
Man United,Norwich,3,2,9,4,6,7,1.5,2.62,2021-22,0.6466193058394595,0.3533806941605405,9.543925872184372,12.134063304733369,9.822455845572954,11.095118787081937
Southampton,Arsenal,1,0,3,6,6,8,1.9,2.0,2021-22,0.5203914973469759,0.4796085026530241,10.952937106272243,13.760052224129945,10.488076133390173,14.663798185803298
Watford,Brentford,1,2,4,5,6,5,2.1,1.72,2021-22,0.4597182448406447,0.5402817551593553,10.7656796481273,4.495532322692357,10.910821864694054,4.77514830462877
Newcastle,Leicester,2,1,7,2,3,5,1.99,1.91,2021-22,0.4851445701259849,0.5148554298740151,7.435353456073221,8.409949924564119,7.676859006820252,7.121146954185455
West Ham,Burnley,1,1,8,1,13,4,1.95,1.95,2021-22,0.48435451122829687,0.5156454887717031,7.644884154089532,9.534978680651346,8.28118235285426,8.802157155818621
Liverpool,Man United,4,0,5,1,10,2,1.5,2.62,2021-22,0.6558495001090833,0.34415049989091673,1.702126350250973,20.599133645564027,2.491015805003861,17.417930632999532
Chelsea,Arsenal,2,4,2,4,6,1,2.1,1.8,2021-22,0.4669214114467379,0.5330785885532621,3.573715182138112,16.81359651499948,3.3907856552576927,15.097849119683746
Everton,Leicester,1,1,3,3,5,4,1.92,1.98,2021-22,0.5046804098672808,0.4953195901327192,10.647695488457789,5.444566922998035,10.13946653514153,6.367813072624075
Newcastle,Crystal Palace,1,0,4,2,2,5,2.2,1.66,2021-22,0.42319572588124243,0.5768042741187576,7.324500464801031,7.943158695230327,7.65571565499371,7.0513545234639805
Man City,Brighton,3,0,5,1,7,4,1.61,2.3,2021-22,0.6065056930166014,0.3934943069833986,0.12640602594224795,22.7151699467233,0.06987475589421006,19.4239335628527
Burnley,Southampton,2,0,6,3,10,10,1.98,1.92,2021-22,0.5024701009336665,0.4975298990663335,14.272276829427016,5.473483947586612,13.323520548859893,7.498437828782711
Arsenal,Man United,3,1,7,5,1,7,1.81,2.09,2021-22,0.5351573338337539,0.46484266616624614,4.718588425539243,12.452492929067484,4.521342192688672,10.976836823758084
Leicester,Aston Villa,0,0,2,3,7,6,1.85,2.05,2021-22,0.5297193926525503,0.4702806073474497,10.824087680468669,7.368917687693841,11.069081562566442,8.615258325671102
Man City,Watford,5,1,8,2,11,4,1.36,3.2,2021-22,0.7032195901494972,0.2967804098505028,0.9371833918587569,24.45300692583503,0.8600307261749511,20.254029281176535
Norwich,Newcastle,0,3,2,7,2,3,1.98,1.92,2021-22,0.48867380807742405,0.511326191922576,17.091101930239653,1.9844271015563097,16.777975674881212,5.658402759247858
Brentford,Tottenham,0,0,2,0,12,8,1.89,2.01,2021-22,0.5188858662619764,0.4811141337380236,13.59692114559147,8.092318721455587,13.130842871216336,9.276242793660762
Brighton,Southampton,2,2,5,5,6,6,2.02,1.88,2021-22,0.4927536882236043,0.5072463117763957,7.126026152859784,9.981225459034729,7.760858966003422,8.996640258939395
Burnley,Wolves,1,0,5,4,3,6,2.37,1.57,2021-22,0.4080452780297599,0.5919547219702401,14.133496916563162,5.154012891006988,13.368209569890073,7.3579452446696365
Chelsea,West Ham,1,0,5,2,3,1,1.83,2.07,2021-22,0.5312921400511603,0.4687078599488397,2.845469419569032,16.333376187894878,2.6547084958729443,14.381224684613848
Liverpool,Everton,2,0,4,1,13,1,1.44,2.75,2021-22,0.6696214960441836,0.33037850395581636,1.2372619393096078,21.845245865469614,2.0727381370890914,18.048641823184926
Crystal Palace,Leeds,0,0,7,2,6,3,1.88,2.02,2021-22,0.504199362692631,0.495800637307369,4.846041604658895,8.129840759766939,4.8425076984289355,8.23711525963764
Man United,Chelsea,1,1,3,6,2,9,1.86,2.04,2021-22,0.5280400045197903,0.4719599954802097,9.650138847469488,10.784216831040176,10.007373972600162,10.890307955222763
Newcastle,Liverpool,0,1,2,10,0,6,1.66,2.2,2021-22,0.5844215670618279,0.4155784329381721,7.7828659868868755,6.11545838122561,7.399843472879734,6.182680503633696
Aston Villa,Norwich,2,0,6,3,2,3,1.66,2.2,2021-22,0.5878795519474702,0.4121204480525298,8.250907710145954,11.113800448215713,8.5059925847432,11.097110471137162
Southampton,Crystal Palace,1,2,3,5,6,7,2.03,1.87,2021-22,0.48335398702847787,0.5166460129715221,13.311783137310265,12.804086782546369,12.524785379675183,14.264277905743386
Watford,Burnley,1,2,1,6,5,6,2.1,1.72,2021-22,0.4600759667601794,0.5399240332398205,11.924099753801343,4.821526045930497,12.430906334575942,4.667577835228383
Wolves,Brighton,0,3,1,9,7,3,2.5,1.53,2021-22,0.38284737504946925,0.6171526249505308,10.49090177136139,6.2567987548121655,10.546791366423504,7.040738974233349
Leeds,Man City,0,4,2,6,3,6,1.5,2.62,2021-22,0.6580975482635713,0.34190245173642875,11.130166246268875,6.716861081491137,10.781268397690685,8.357057326552148
Everton,Chelsea,1,0,4,5,3,8,2.02,1.88,2021-22,0.47631934346238336,0.5236806565376166,10.979412820075991,4.766638440178444,10.605032757439293,6.5814643075540555
Tottenham,Leicester,3,1,7,2,7,3,1.57,2.37,2021-22,0.6151703320389199,0.3848296679610801,8.300392987766587,10.430230927722963,7.853914880231046,9.777027692272387
West Ham,Arsenal,1,2,3,7,3,7,1.89,2.01,2021-22,0.5041946592483812,0.49580534075161875,7.804121537580317,8.207227848961972,8.4019958006002,8.077636027397698
Man United,Brentford,3,0,5,4,3,8,1.72,2.1,2021-22,0.5739259370044927,0.4260740629955073,10.229642462801232,10.23692612103918,10.634464533383223,9.988276759159126
Brentford,Southampton,3,0,5,4,4,7,1.95,1.95,2021-22,0.5188132041626722,0.4811867958373278,12.02385918641042,8.450809231003472,12.00448620749222,9.236547905121
Burnley,Aston Villa,1,3,6,7,4,5,2.07,1.83,2021-22,0.47199254335756047,0.5280074566424395,13.180676271531533,6.1739132786124244,12.712707193652838,8.294875832309252
Chelsea,Wolves,2,2,6,4,9,3,1.93,1.97,2021-22,0.5015997602626967,0.4984002397373033,3.5124478419298377,17.83912300588219,3.3530479739553556,15.518491355945876
Crystal Palace,Watford,1,0,7,1,8,5,1.99,1.91,2021-22,0.4736247438514974,0.5263752561485027,5.071397201096073,10.492268671083986,4.981406716927208,9.5270906522567
Brighton,Man United,4,0,6,5,7,6,1.95,1.95,2021-22,0.5003053647939395,0.4996946352060605,7.960801321346459,11.327297360839818,8.311266340530354,10.166311056216069
Liverpool,Tottenham,1,1,3,3,11,5,1.53,2.5,2021-22,0.6397271425048505,0.3602728574951495,1.317525730991078,22.696430800421876,2.0328103564653976,18.83891711262306
Arsenal,Leeds,2,1,9,2,8,2,1.61,2.3,2021-22,0.5989298340481359,0.40107016595186407,3.9867722043317166,15.267029267679462,4.1159423849738745,13.159691497915174
Leicester,Everton,1,2,9,4,6,1,2.01,1.89,2021-22,0.4770277166555138,0.5229722833444862,10.831947777181208,7.968816806643407,11.158117505358181,9.031869225744167
Norwich,West Ham,0,4,2,5,9,5,1.85,2.05,2021-22,0.5178691212570619,0.48213087874293814,15.137050269750947,2.686670866734776,15.07178727987658,6.3754746509134765
Man City,Newcastle,5,0,9,3,8,2,1.5,2.62,2021-22,0.644442914736703,0.355557085263297,1.3962615993181913,24.08019659868435,1.2580079269373174,20.15181670374012
Aston Villa,Liverpool,1,2,4,6,2,3,1.61,2.3,2021-22,0.6149265817432154,0.38507341825678465,7.829523140048353,10.223673931592531,7.421526940208592,11.02535572157569
Leeds,Chelsea,0,3,0,4,1,5,1.61,2.3,2021-22,0.60696304026703,0.39303695973297004,11.160538521800754,4.478420140192886,10.642531766129641,6.875170168398491
Leicester,Norwich,3,0,8,5,10,2,1.61,2.3,2021-22,0.6004949676694786,0.39950503233052137,10.46559919486666,9.896041496460898,11.17461355238377,10.28928829284345
Watford,Everton,0,0,0,5,1,13,1.94,1.96,2021-22,0.4953473558953625,0.5046526441046375,15.039929081842537,3.242242928064166,15.314749828065393,3.2825881218438724
Wolves,Man City,1,5,3,5,6,2,1.66,2.2,2021-22,0.5957877077928453,0.4042122922071547,8.899740311332051,6.8733073354685885,8.743808347220124,8.400645439184451
Tottenham,Arsenal,3,0,6,4,2,2,1.8,2.0,2021-22,0.5412756585885339,0.4587243414114661,6.948091386869558,10.580115168677352,6.7964095874921036,10.50361551074028
Tottenham,Burnley,1,0,8,1,8,2,1.57,2.37,2021-22,0.6156307427122147,0.38436925728778526,5.892368914062174,12.250393887552434,6.055596702959648,11.38741729582865
Aston Villa,Crystal Palace,1,1,4,4,1,5,1.93,1.97,2021-22,0.4958592162227341,0.5041407837772659,7.903010069305062,9.350446733216279,7.430688828844805,10.377386724201212
Leeds,Brighton,1,1,5,6,8,1,1.84,2.06,2021-22,0.5230885766676365,0.47691142333236347,10.323673089849251,5.721014134404633,9.7954903566862,8.061694282496909
Watford,Leicester,1,5,5,7,7,3,1.72,2.1,2021-22,0.567019482094392,0.432980517905608,14.431231202523279,3.863937772451804,14.760941715303414,4.37216102563656
West Ham,Man City,2,2,2,8,4,9,1.53,2.5,2021-22,0.6387734919796627,0.3612265080203373,9.980590324415282,7.19321811372066,9.55552453907818,7.899592732905519
Wolves,Norwich,1,1,4,2,5,3,1.86,2.04,2021-22,0.5179490657839539,0.48205093421604606,8.33339991191469,7.145477999307566,8.589767753022016,7.645293831891049
Everton,Brentford,2,3,5,7,5,2,2.03,1.87,2021-22,0.47855698994519547,0.5214430100548045,10.376780212419073,6.633374241057555,10.217821112363113,7.506310068231812
Newcastle,Arsenal,2,0,4,2,12,8,1.9,2.0,2021-22,0.501889100062855,0.49811089993714497,8.133636538189354,8.462718830787315,7.895039895415034,8.729911467796665
Southampton,Liverpool,1,2,2,5,1,9,1.44,2.75,2021-22,0.6858005646281639,0.31419943537183614,12.503675644148078,10.306092350173321,11.552886045808904,12.824404110283146
