HomeTeam,AwayTeam,FTHG,FTAG,HST,AST,HC,AC,B365>2.5,B365<2.5,Season,P>2.5,P<2.5,RATING_H_DEF,RATING_H_OFF,RATING_A_DEF,RATING_A_OFF
Leeds,Wolves,1,1,4,4,6,3,1.9,1.9,2021-22,0.515778320432757,0.48422167956724305,11.602934584088375,8.191174475509916,11.285736657253711,9.607901230202755
Southampton,Burnley,2,2,4,5,6,2,1.9,1.9,2021-22,0.5079494752442918,0.4920505247557082,7.144316908534834,9.897686441211924,7.734389728737973,10.51622717070353
Brighton,Man City,1,4,5,14,7,6,1.8,2.0,2021-22,0.5425750317031489,0.4574249682968511,10.87975055899525,10.10486365045556,9.535929871108625,9.980502388148446
Brentford,Leicester,1,2,5,6,9,2,1.9,1.9,2021-22,0.4988274109540176,0.5011725890459824,4.209863662488308,7.871512707753858,3.2079437574050074,5.5055272013012075
West Ham,Tottenham,1,0,4,4,2,4,1.72,2.1,2021-22,0.5777739079039054,0.42222609209609463,9.662053839250682,11.261894161962177,9.239473690702301,10.999850600928703
Man United,Liverpool,0,5,4,8,6,3,1.53,2.5,2021-22,0.6551581782299222,0.3448418217700778,5.5361260704315205,16.183700103826244,5.1545602505377195,14.461582225054435
Leicester,Arsenal,0,2,8,5,7,6,1.8,2.0,2021-22,0.553920579423898,0.44607942057610195,9.628328608690769,14.120796997445206,9.038496638562066,13.884814754790563
Burnley,Brentford,3,1,6,5,4,2,2.2,1.66,2021-22,0.4281502323762356,0.5718497676237644,9.88878933115194,8.401005480412808,10.005192459612578,9.654733559379366
Liverpool,Brighton,2,2,3,6,5,3,1.53,2.5,2021-22,0.6504300088118635,0.3495699911881365,4.785752181351316,20.863606160483066,4.744588135052998,19.203408763847605
Man City,Crystal Palace,0,2,3,3,7,1,1.44,2.75,2021-22,0.671555768653412,0.32844423134658796,1.670447990993765,21.256028824995884,1.6175302159642606,16.695719354605465
Newcastle,Chelsea,0,3,1,6,0,2,1.72,2.1,2021-22,0.5697221345841504,0.43027786541584956,8.965672035908714,4.279040039363821,9.238221502915945,5.044457117537754
Watford,Southampton,0,1,4,1,5,8,1.9,1.9,2021-22,0.5031130888513263,0.49688691114867367,11.081766941306674,4.947499774411316,10.748732573341979,5.747753814266942
Tottenham,Man United,0,3,0,4,10,2,1.72,2.1,2021-22,0.5720977275380447,0.42790227246195534,8.337885857869376,9.8069587752858,8.276053431403435,11.124996970522286
Norwich,Leeds,1,2,3,6,5,0,1.72,2.1,2021-22,0.5626696540656348,0.43733034593436515,13.66030298186812,1.4790013609507513,13.885476619419617,3.9411202981795106
Aston Villa,West Ham,1,4,3,9,3,6,1.8,2.0,2021-22,0.5464207816889223,0.4535792183110777,11.466612976176163,8.410611348158163,11.368407955838862,9.226880669878662
Wolves,Everton,2,1,4,5,4,3,2.3,1.61,2021-22,0.4236678971317903,0.5763321028682097,9.975740356177544,7.947922934042117,9.35522007012797,8.121411362353587
Southampton,Aston Villa,1,0,3,3,10,8,1.72,2.1,2021-22,0.5643634477959703,0.43563655220402975,8.45186872409968,10.476383078126327,8.809151894820822,10.584565522752841
Man United,Man City,0,2,1,5,1,9,1.57,2.37,2021-22,0.6282764277290267,0.3717235722709733,6.703089577142656,12.653802159060163,5.686998645472762,12.095802918423118
Brentford,Norwich,1,2,7,5,6,2,2.0,1.8,2021-22,0.4661493369413916,0.5338506630586084,5.690330400070381,9.01929344214201,4.892278808096705,6.092899105185516
Chelsea,Burnley,1,1,4,2,14,2,1.72,2.1,2021-22,0.5690196265833876,0.43098037341661244,5.032462841048973,17.108746817664503,5.452458845707973,15.385601501003404
Crystal Palace,Wolves,2,0,6,2,4,6,2.37,1.57,2021-22,0.4018145985075066,0.5981854014924934,8.712665981442482,6.419211554412913,9.318346410890273,7.389406180893085
Brighton,Newcastle,1,1,5,1,2,5,1.9,1.9,2021-22,0.5017331343602958,0.49826686563970424,8.605814490021501,10.00327849585844,8.070481637974797,9.777123041571606
Arsenal,Watford,1,0,6,1,4,2,1.57,2.37,2021-22,0.6191221873486679,0.38087781265133214,9.042814015612688,12.202895710600034,9.152888127999859,11.451494302240686
Everton,Tottenham,0,0,2,0,4,2,2.0,1.8,2021-22,0.4850676127513939,0.5149323872486061,9.945179946530367,5.83780946290244,10.758163191774587,6.338214439052874
Leeds,Leicester,1,1,5,3,10,5,1.66,2.2,2021-22,0.5945103073724476,0.4054896926275524,10.82603658351113,8.168180006585889,10.35904479905619,9.628791899850118
West Ham,Liverpool,3,2,3,5,3,2,1.5,2.62,2021-22,0.660646309787537,0.339353690212463,7.2134568507792265,11.262122679764335,6.884813301090826,11.348374959766184
Leicester,Chelsea,0,3,3,7,3,5,2.03,1.87,2021-22,0.496947024359193,0.503052975640807,10.973700694574557,11.680946982346295,9.923583461175461,12.281435458879173
Aston Villa,Brighton,2,0,5,2,5,7,2.1,1.72,2021-22,0.4676132725922351,0.5323867274077649,11.634766717007489,8.961553953414747,11.408812174970736,9.887919850175882
Burnley,Crystal Palace,3,3,9,8,3,6,2.2,1.66,2021-22,0.4351356023435465,0.5648643976564536,12.261164828316739,8.199696630597424,12.284700286409908,9.586864045251636
Newcastle,Brentford,3,3,9,4,8,2,2.0,1.9,2021-22,0.465398516610862,0.5346014833891379,8.023391653655871,6.639345367253522,8.080592220882721,7.352625813770299
Norwich,Southampton,2,1,4,5,5,7,2.03,1.87,2021-22,0.4753593378945236,0.5246406621054764,14.170988356243809,2.6239942175640545,14.444222008340486,4.972449112539713
Watford,Man United,4,1,7,3,9,3,1.66,2.2,2021-22,0.5774738548559399,0.42252614514406006,9.418703870999213,5.860734411187213,9.316016085798228,6.949308328229851
Wolves,West Ham,1,0,5,3,7,3,2.0,1.8,2021-22,0.48457088588129515,0.5154291141187048,9.35658706663992,8.519809148623114,8.75442434870573,8.959218361303522
Liverpool,Arsenal,4,0,9,3,6,1,1.5,2.62,2021-22,0.6564175866629188,0.34358241333708117,3.3002995674281905,19.75842234192757,3.3888891624405693,18.152222140623067
Man City,Everton,3,0,7,1,7,1,1.5,2.62,2021-22,0.6434554296414877,0.3565445703585123,0.0,22.091773322024096,0.29021578277383714,17.29876324956824
Tottenham,Leeds,2,1,4,7,4,8,1.72,2.1,2021-22,0.558791537621309,0.44120846237869105,9.386469164184213,7.603794571815754,9.457876849933948,8.791143254554216
Arsenal,Newcastle,2,0,6,5,4,4,1.61,2.3,2021-22,0.5975558502813435,0.4024441497186565,9.438045254507141,11.098034977909435,9.654899400064375,10.834357642409401
Crystal Palace,Aston Villa,1,2,3,3,7,3,2.07,1.86,2021-22,0.4706211959410759,0.5293788040589241,8.787141953573524,7.962362967629044,9.160554966001047,8.325299478586514
Liverpool,Southampton,4,0,6,3,5,7,1.4,3.0,2021-22,0.6939199568245361,0.3060800431754639,4.008388348419059,19.627377569210147,4.054219423168234,17.57195177617662
Norwich,Wolves,0,0,4,2,4,3,2.3,1.61,2021-22,0.4178627692634955,0.5821372307365045,12.671269275172271,2.501983628457464,13.066391812947238,5.150040818380322
Brighton,Leeds,0,0,4,4,6,1,1.98,1.95,2021-22,0.4936960189045396,0.5063039810954604,7.776824287750561,9.786617956557397,7.424381199975164,9.403706998514185
Brentford,Everton,1,0,4,5,3,3,2.1,1.72,2021-22,0.4520950968705918,0.5479049031294082,8.768443655682361,8.14058668811887,7.623849016824811,5.708634186277427
Leicester,Watford,4,2,8,5,8,6,1.66,2.2,2021-22,0.5855305542752833,0.41446944572471667,11.43937052699886,12.868307119617684,10.584192373382884,13.376114950760368
Man City,West Ham,2,1,9,3,8,4,1.5,2.62,2021-22,0.6493772217785263,0.3506227782214737,0.4137490917944073,23.41877090846318,0.6663908725037051,18.19056584674385
Chelsea,Man United,1,1,6,2,15,2,1.8,2.0,2021-22,0.5482039663408551,0.4517960336591449,3.4643281618551005,19.03504718635576,3.9606555012939006,16.989132397968593
Newcastle,Norwich,1,1,1,6,2,5,1.85,2.05,2021-22,0.5106127985829187,0.48938720141708125,9.11862818275261,5.835361187831671,9.401833610622573,5.9826851407778925
Leeds,Crystal Palace,1,0,3,1,7,4,1.94,1.96,2021-22,0.4983753637799715,0.5016246362200285,9.51638986596752,8.98482450456662,9.211341883187174,10.03177780123392
Southampton,Leicester,2,2,7,6,2,4,1.72,2.1,2021-22,0.5773777682009047,0.4226222317990953,8.23921806185895,10.900970383079832,8.571780818092181,10.628906584405387
Watford,Chelsea,1,2,6,4,6,0,1.72,2.1,2021-22,0.5694405861033826,0.43055941389661745,8.491386413130094,7.421280904823886,8.071475152937897,8.753218338234195
West Ham,Brighton,1,1,6,3,9,5,2.06,1.84,2021-22,0.4708373297415934,0.5291626702584066,8.502393812966142,11.827335135645395,8.403078635314259,11.956348298758009
Wolves,Burnley,0,0,2,1,5,5,2.2,1.66,2021-22,0.44177324496994114,0.5582267550300588,8.996861508866177,6.722481336245609,8.42857870637879,7.032626707491881
Aston Villa,Man City,1,2,3,7,4,11,1.61,2.3,2021-22,0.6141190761517179,0.3858809238482821,12.413342577945652,7.492343381031435,11.557311066071488,9.615683696108464
Everton,Liverpool,1,4,2,7,3,11,1.57,2.37,2021-22,0.6189870473257575,0.3810129526742425,10.136972366642432,5.198054787170991,11.126627851237593,6.19204804006517
Tottenham,Brentford,2,0,6,2,11,5,1.92,1.98,2021-22,0.4990497174891202,0.5009502825108798,9.261387554597835,9.538473523694925,9.075428546646156,10.538446798147362
Man United,Arsenal,3,2,10,8,3,8,1.8,2.0,2021-22,0.5491986297016941,0.4508013702983059,12.391815922862015,10.992335419662323,10.88912066158792,10.974410131710627
West Ham,Chelsea,3,2,5,7,1,9,2.0,1.8,2021-22,0.49507782365575975,0.5049221763442402,9.468450673884522,10.887265505140155,9.16447574141343,11.412745731048494
Newcastle,Burnley,1,0,4,1,10,3,1.96,1.94,2021-22,0.48924718501175113,0.5107528149882489,7.979720551579309,7.293116035147026,8.448365152378376,7.086885609805475
Southampton,Brighton,1,1,4,4,6,2,2.2,1.66,2021-22,0.4429150357206566,0.5570849642793434,7.618968568728909,10.961192213633165,7.927698509438855,10.648003458946906
Wolves,Liverpool,0,1,1,5,2,8,1.66,2.2,2021-22,0.5897359942096756,0.4102640057903244,8.82628114286947,5.677256409237093,8.134136688851457,6.496106461645629
Watford,Man City,1,3,4,13,5,11,1.44,2.75,2021-22,0.6734725368425247,0.3265274631574753,10.8575775118773,7.707655800662393,9.811327652754674,9.621390571821077
Leeds,Brentford,2,2,6,3,5,1,1.96,1.94,2021-22,0.4952530437692436,0.5047469562307564,8.703510905465535,9.419294575923768,8.263959640383174,10.143819007306622
Man United,Crystal Palace,1,0,3,2,9,6,1.8,2.0,2021-22,0.5438558539500605,0.45614414604993947,11.952918549663217,11.234313387518002,10.689897620094019,11.394468654007492
Tottenham,Norwich,3,0,7,1,6,4,1.87,2.03,2021-22,0.5121566640429973,0.4878433359570027,8.659037522475748,10.382106243122637,8.761642829177234,11.010193535973082
Aston Villa,Leicester,2,1,4,5,3,6,1.9,2.0,2021-22,0.5237187389651398,0.47628126103486024,12.001090515138863,6.915576899737786,11.320358432156418,8.924754878594461
Everton,Arsenal,2,1,5,3,3,3,2.06,1.84,2021-22,0.473023948756592,0.5269760512434081,9.000515703521021,5.160969860894601,9.89500996518913,6.150456696101704
Brentford,Watford,2,1,5,2,8,2,2.01,1.89,2021-22,0.4813962967518862,0.5186037032481138,9.708774681729674,7.7328445447970875,8.62732611743553,5.986273617876611
Man City,Wolves,1,0,10,1,14,1,1.53,2.5,2021-22,0.640944823933524,0.35905517606647597,1.6941798504880454,27.89934426566164,1.5082081030228658,22.78743912026983
Arsenal,Southampton,3,0,5,6,9,8,1.8,2.0,2021-22,0.5447825060570227,0.4552174939429773,11.081236163668184,11.821211715368564,10.933362244767508,11.845048660211628
Chelsea,Leeds,3,2,6,5,5,2,1.57,2.37,2021-22,0.6215482851347574,0.37845171486524265,4.4721458617275065,17.30396847660774,4.690193451485055,15.601114125956432
Liverpool,Aston Villa,1,0,5,0,11,3,1.4,3.0,2021-22,0.6933051370343022,0.3066948629656978,2.7119737658458316,20.971800558445832,3.055441092368346,18.524407232926084
Norwich,Man United,0,1,5,5,8,6,1.72,2.1,2021-22,0.5665141042167514,0.4334858957832486,11.561570749118916,4.714080118244375,11.875362775665012,6.400619095540233
Burnley,West Ham,0,0,1,3,6,4,1.87,2.03,2021-22,0.5243783773522589,0.4756216226477411,11.73126903509508,5.884161952818475,11.69598362301554,7.513070798273815
Leicester,Newcastle,4,0,5,3,4,6,1.57,2.37,2021-22,0.6178197621490424,0.38218023785095756,10.416490584769392,11.93897827341219,9.75573531781222,12.539805700276474
Crystal Palace,Everton,3,1,6,6,8,2,2.3,1.61,2021-22,0.4096100736052913,0.5903899263947088,9.586102131879379,8.083986847472222,9.75560642026569,8.338943092895843
Norwich,Aston Villa,0,2,3,6,7,10,2.1,1.72,2021-22,0.4573550768238399,0.5426449231761601,12.948451334657346,5.103630540344939,13.336713249463868,6.57056098031815
Man City,Leeds,7,0,15,3,6,2,1.36,3.2,2021-22,0.7183868154984058,0.2816131845015942,1.4920915716904517,29.337641041662863,1.4112169706641413,23.95620458789117
Brighton,Wolves,0,1,2,5,7,4,2.5,1.53,2021-22,0.3834893346424534,0.6165106653575466,9.498955655220527,8.816851083584469,9.105011172484735,8.533636401906051
Crystal Palace,Southampton,2,2,6,4,4,6,2.1,1.72,2021-22,0.4645331167814852,0.5354668832185148,9.479486365938095,8.330746344024465,9.591051329137471,8.647848736392048
Arsenal,West Ham,2,0,8,1,5,2,1.85,2.05,2021-22,0.5342244602821216,0.46577553971787844,9.31378579671483,12.191901032215782,9.376167986529165,12.368306750158915
Chelsea,Everton,1,1,10,3,7,1,1.72,2.1,2021-22,0.5648932625847218,0.43510673741527817,4.169239126952429,18.67526329534291,4.477767992286628,16.44161513376696
Liverpool,Newcastle,3,1,8,2,11,0,1.33,3.4,2021-22,0.7176170382178625,0.2823829617821375,2.043307891292202,22.567755044331488,2.3669427310845523,19.776994882989
Leeds,Arsenal,1,4,2,12,1,4,1.72,2.1,2021-22,0.5691800333176794,0.4308199666823206,10.154043038538564,7.871465518468739,10.287282621855532,8.495935188304639
Newcastle,Man City,0,4,1,7,3,6,,,2021-22,,,8.051859743021748,5.7342174393798455,7.907687065407189,6.558006742165785
Wolves,Chelsea,0,0,1,1,4,9,2.1,1.72,2021-22,0.46594772768102294,0.5340522723189771,9.560159532574533,5.091009531756301,9.0312244462381,6.254157125441775
Tottenham,Liverpool,2,2,5,6,6,4,1.66,2.2,2021-22,0.5967245733233932,0.40327542667660676,7.695482337155969,10.708344367833618,7.557543093782853,11.9610363507819
Man City,Leicester,6,3,9,8,14,4,1.36,3.2,2021-22,0.7255806003984385,0.2744193996015615,2.6170260358474575,29.7227519416697,2.5452799833802073,24.593146840219916
Norwich,Arsenal,0,5,2,6,3,5,1.72,2.1,2021-22,0.5683635208704824,0.43163647912951764,12.448888969457535,4.139582913016767,12.823879937957278,6.1082533027411525
Tottenham,Crystal Palace,3,0,6,0,4,2,1.95,1.95,2021-22,0.49596176325087254,0.5040382367491274,6.285639405266388,10.906412967855246,6.294043804043254,11.807936155926182
West Ham,Southampton,2,3,5,6,10,2,1.72,2.1,2021-22,0.5667579807143313,0.43324201928566874,9.252510311295387,9.382979126789845,8.856989778084042,10.139356485578155
Aston Villa,Chelsea,1,3,1,4,2,5,2.05,1.85,2021-22,0.4839246591719001,0.5160753408280999,11.238393377668473,6.471969758406884,10.543633185355072,8.679808958822134
Brighton,Brentford,2,0,5,6,6,9,2.2,1.66,2021-22,0.4387967868643494,0.5612032131356506,11.156818252876645,9.2826518985585,10.503897028996306,8.932996709526163
Newcastle,Man United,1,1,8,4,2,4,1.61,2.3,2021-22,0.603366043582025,0.39663395641797505,7.670401515628768,6.460432748747575,7.5898140763702555,6.58005708788096
Crystal Palace,Norwich,3,0,6,3,8,8,2.2,1.66,2021-22,0.4331628848035325,0.5668371151964675,10.191637598546148,8.217660044878334,10.332901516709128,8.291801672821146
Southampton,Tottenham,1,1,2,11,3,7,1.95,1.95,2021-22,0.501403408170304,0.49859659182969596,12.252227750887974,9.705649407758452,11.877926767551894,10.004410338023472
Watford,West Ham,1,4,5,6,4,5,1.72,2.1,2021-22,0.5639532310324162,0.43604676896758376,11.891236598897503,6.629707898710846,11.106368856793354,8.39924231400102
Leicester,Liverpool,1,0,1,4,1,12,1.3,3.5,2021-22,0.7469919309894815,0.25300806901051853,11.556520409752524,10.919630260882112,11.011919488363013,12.172556067648191
Chelsea,Brighton,1,1,5,6,10,8,1.93,1.97,2021-22,0.5089911609901195,0.49100883900988046,5.209031002086876,17.398785496148164,5.224993942678482,15.200575865746645
Brentford,Man City,0,1,2,3,3,5,1.5,2.62,2021-22,0.6698038244465985,0.3301961755534015,7.992932719008726,8.370853045990323,6.679152561531801,7.4161548596296525
Man United,Burnley,3,1,6,3,7,5,1.72,2.1,2021-22,0.5730760376189122,0.42692396238108776,12.803440055237568,11.112629382825478,11.653077934100859,11.309813712967307
Arsenal,Man City,1,2,2,2,5,5,1.57,2.37,2021-22,0.6397973383803301,0.36020266161966985,5.581270975062036,12.157895886120322,5.422596098554044,12.847330329068491
Watford,Tottenham,0,1,4,9,3,7,1.72,2.1,2021-22,0.5630034508697257,0.4369965491302743,12.687260079654523,6.202976947773911,11.976530871259477,8.420657007941566
Crystal Palace,West Ham,2,3,6,5,9,1,1.87,2.03,2021-22,0.5198750221504634,0.48012497784953656,9.240469477589468,9.525403453875375,9.490984136760435,9.587468910296561
Brentford,Aston Villa,2,1,4,5,3,7,2.0,1.8,2021-22,0.4791996631319461,0.5208003368680538,8.829844837308563,8.250922455504753,7.832182130246397,6.92146481842137
Everton,Brighton,2,3,6,5,8,5,2.2,1.66,2021-22,0.4450843953251659,0.554915604674834,11.048941598546074,6.346487002638111,11.415773073837087,7.045351222066534
Leeds,Burnley,3,1,7,2,9,3,1.72,2.1,2021-22,0.5614826245734285,0.43851737542657154,9.333296343768575,9.45239946462904,9.653626035308466,9.701241954950909
Chelsea,Liverpool,2,2,6,6,6,7,1.83,2.07,2021-22,0.5471820861058244,0.4528179138941756,5.40092523210904,17.555976032424823,5.183922094923662,15.955736759378418
Man United,Wolves,0,1,2,6,3,8,1.98,1.92,2021-22,0.49318746341840447,0.5068125365815955,13.824832362857553,9.654543058793468,12.849367574142093,10.154542086457875
Southampton,Brentford,4,1,6,4,5,2,2.06,1.84,2021-22,0.4751296217153794,0.5248703782846206,11.43285575931403,9.753212920590679,11.01398454327621,10.34086886373401
West Ham,Norwich,2,0,5,3,11,2,1.66,2.2,2021-22,0.5862560130007947,0.41374398699920534,10.124440320375847,10.12983012895072,9.626597204690674,10.28927441509879
Brighton,Crystal Palace,1,1,4,1,9,0,2.2,1.66,2021-22,0.45210560764899715,0.5478943923510029,10.532115048480833,11.135349518030191,9.986146101295741,10.993786977718129
Man City,Chelsea,1,0,6,1,9,1,1.85,2.05,2021-22,0.5498480508290572,0.4501519491709428,0.6040215296218969,24.803846501352048,0.7009502830711307,21.512921678487125
Newcastle,Watford,1,1,1,5,4,6,1.8,2.0,2021-22,0.5309253656950691,0.4690746343049309,8.345314902125088,5.997817606629441,8.462084453533189,5.595117351998121
Norwich,Everton,2,1,3,5,8,8,2.1,1.72,2021-22,0.46130226640445765,0.5386977335955423,15.190727443636435,4.854864533541236,15.03690894517261,6.506510699477136
Wolves,Southampton,3,1,5,10,2,10,2.5,1.53,2021-22,0.3878061277834316,0.6121938722165684,10.705170892340659,6.407267927347505,10.373075680649132,6.651778973273866
Aston Villa,Man United,2,2,9,6,3,6,1.89,2.01,2021-22,0.5231101062004855,0.4768898937995145,10.931415957460663,8.484056795317764,10.59810438315227,9.48562518441956
Liverpool,Brentford,3,0,13,1,9,0,1.66,2.2,2021-22,0.5894266173665939,0.41057338263340615,1.5484723590863878,23.427369432447673,1.796121309021222,20.92121271122683
West Ham,Leeds,2,3,5,5,4,3,1.61,2.3,2021-22,0.6051793601979992,0.3948206398020008,9.6874747165703,9.929212755329534,9.299358359678704,10.116825972275608
Brighton,Chelsea,1,1,2,3,5,7,2.1,1.72,2021-22,0.47357896295184665,0.5264210370481534,9.95106433006127,10.321939409886403,9.390923101028518,10.737253292312392
Leicester,Tottenham,2,3,4,10,3,8,1.72,2.1,2021-22,0.5733207538079838,0.42667924619201625,12.769016455394393,10.013696580073082,12.211331036402521,11.7674418206923
Brentford,Man United,1,3,8,5,6,9,1.93,1.97,2021-22,0.5118022307398635,0.48819776926013647,11.665939659686902,7.6513439231817895,10.71777896054639,6.454018495266652
Watford,Norwich,0,3,4,2,5,1,1.94,1.96,2021-22,0.503806473500121,0.496193526499879,10.194033979992584,7.163867541212416,10.069939790061204,8.345945168927603
Everton,Aston Villa,0,1,1,3,9,2,2.05,1.85,2021-22,0.47577492087840934,0.5242250791215907,10.539888848254986,7.1070305867002395,10.770273688398222,7.635529687387886
Brentford,Wolves,1,2,1,2,6,3,2.5,1.53,2021-22,0.3888094856358979,0.6111905143641021,10.715898155148757,7.15230707652524,9.96052185225414,6.11825668796236
Leeds,Newcastle,0,1,4,3,6,7,1.66,2.2,2021-22,0.5749603062119867,0.4250396937880133,9.75482275171068,9.244472017281534,9.94426571980584,9.571104959165647
Man United,West Ham,1,0,3,1,3,3,1.66,2.2,2021-22,0.6008824654114925,0.3991175345885075,13.078629622260049,9.639597107725994,12.26348436820492,10.195042652085831
Southampton,Man City,1,1,3,5,2,11,1.44,2.75,2021-22,0.6880420503489658,0.3119579496510342,10.905015245564627,10.9676994859066,10.241705187582902,12.129572178761734
Arsenal,Burnley,0,0,5,1,12,4,1.8,2.0,2021-22,0.5375500056549997,0.46244999434500034,5.363898374106433,14.0333156721228,5.383089405478146,13.6479451493807
Crystal Palace,Liverpool,1,3,5,7,2,5,1.72,2.1,2021-22,0.5738499733412692,0.4261500266587308,9.181923398112746,6.769967587605224,9.090579090210547,8.085898393075013
Leicester,Brighton,1,1,5,5,4,5,1.98,1.92,2021-22,0.5022761945842643,0.4977238054157357,12.368533831081072,9.531118150746856,11.942092520100488,11.37223526848406
Chelsea,Tottenham,2,0,7,3,10,3,1.94,1.96,2021-22,0.507095353827682,0.492904646172318,4.1968263422645435,16.505654833007632,4.405760750551138,15.606320449653865
Burnley,Watford,0,0,2,5,4,7,2.1,1.72,2021-22,0.46184421884678906,0.5381557811532109,14.73852600957853,4.12105446368671,14.256594734692918,5.673880222880851
Newcastle,Everton,3,1,9,3,6,2,1.91,1.99,2021-22,0.49958388664470854,0.5004161133552915,7.940030031331331,8.237331269018933,8.06570870243963,7.53217079159343
West Ham,Watford,1,0,3,1,5,6,1.72,2.1,2021-22,0.5576469458316002,0.44235305416839976,8.264021122547081,7.943449668772312,8.255825147331679,8.18421854179383
Burnley,Man United,1,1,3,5,2,10,1.85,2.05,2021-22,0.5336710487370419,0.46632895126295815,15.317208730611888,3.1641677498969876,14.905313569488793,4.743654724029431
Man City,Brentford,2,0,7,2,9,3,1.36,3.2,2021-22,0.7105794596176497,0.2894205403823503,0.6480751808057617,25.2139269119349,0.6505155484019332,21.446947013375052
Norwich,Crystal Palace,1,1,1,5,4,6,2.1,1.72,2021-22,0.45654413974070357,0.5434558602592965,14.57132425151577,2.716556764158808,14.524079520349995,4.83542285443159
Tottenham,Southampton,2,3,3,10,2,8,1.8,2.0,2021-22,0.5508543569605916,0.4491456430394084,8.926973495948985,12.830979007867148,8.63051772107076,12.494301127208878
Aston Villa,Leeds,3,3,4,8,6,11,1.72,2.1,2021-22,0.5645627056423146,0.4354372943576854,13.155653409147654,7.4506432487837415,12.698882820390534,8.567115562332372
Liverpool,Leicester,2,0,11,1,7,6,1.33,3.4,2021-22,0.7298678451133284,0.27013215488667164,2.2443499723147116,23.57836860107366,2.489575569970832,20.600966093038398
Wolves,Arsenal,0,1,4,2,7,4,2.3,1.61,2021-22,0.4187315238694287,0.5812684761305713,8.82451826182082,6.267172180229327,8.804921602684894,6.978591834289414
Man United,Southampton,1,1,8,4,1,4,1.72,2.1,2021-22,0.5793569868079298,0.4206430131920702,11.060304732702589,9.941422671100058,10.556788673751942,10.506411205163994
Brentford,Crystal Palace,0,0,2,3,3,9,2.3,1.61,2021-22,0.41554504810066173,0.5844549518993383,10.983245085113595,6.598476153287419,10.773516422343771,5.913742365811682
Everton,Leeds,3,0,10,0,5,3,1.66,2.2,2021-22,0.5897181454132254,0.4102818545867746,10.125432626533577,7.719671537543866,10.206311366033647,8.380897664887266
Watford,Brighton,0,2,1,6,4,5,2.3,1.61,2021-22,0.42165927978235807,0.5783407202176419,9.826169516794714,6.506031844422642,9.719133822588711,7.310487327485328
Norwich,Man City,0,4,3,9,4,12,1.44,2.75,2021-22,0.6780882854134409,0.3219117145865591,15.254551325911207,2.346414528378497,14.764486458720324,5.740565199748529
Burnley,Liverpool,0,1,5,4,5,8,1.57,2.37,2021-22,0.6297527283712537,0.37024727162874627,13.955926720429376,3.3846696630780633,13.365973344719245,6.126582596897279
Newcastle,Aston Villa,1,0,2,1,3,6,1.85,2.05,2021-22,0.5239954872894735,0.47600451271052646,7.653666368768656,7.517404346518907,7.904549300711659,6.396258147714467
Tottenham,Wolves,0,2,7,7,7,3,2.2,1.66,2021-22,0.44097655306558403,0.559023446934416,9.394635729494485,13.57780031298459,9.172796340670685,13.204383683723412
Leicester,West Ham,2,2,2,3,5,4,1.66,2.2,2021-22,0.5867264775071255,0.4132735224928745,11.767160177481221,8.873238004522836,11.653584560079864,10.81142296870282
Man United,Brighton,2,0,7,3,10,2,1.92,1.98,2021-22,0.5117775751876191,0.4882224248123809,9.729649769830301,11.483583469502408,9.40053975835106,12.061510928050824
West Ham,Newcastle,1,1,3,3,3,7,1.8,2.0,2021-22,0.5250722935490256,0.4749277064509744,8.435688051019673,6.852598833469184,8.20440145718616,7.183154776611062
Arsenal,Brentford,2,1,8,2,14,0,1.97,1.93,2021-22,0.49220498882179303,0.507795011178207,5.728961671251387,15.41205196597777,5.487113800733628,14.662698930809725
Aston Villa,Watford,0,1,1,4,10,5,2.01,1.89,2021-22,0.4794039238442801,0.5205960761557199,11.645653218061003,7.613956062805181,11.667573307990361,8.729097136877147
Brighton,Burnley,0,3,1,4,4,4,2.2,1.66,2021-22,0.4413769498046141,0.5586230501953859,10.615631037834474,7.986469610974709,10.152568565073405,8.015275639418185
Crystal Palace,Chelsea,0,1,0,3,4,4,2.05,1.85,2021-22,0.47231018623637966,0.5276898137636203,6.967369128426855,6.832208779841254,7.01603971947795,8.06398128774902
Liverpool,Norwich,3,1,8,1,9,4,1.36,3.2,2021-22,0.7121568035127983,0.2878431964872017,4.0476729338191815,22.77877284247692,4.165527727755475,19.35156214084405
Southampton,Everton,2,0,11,0,4,4,1.72,2.1,2021-22,0.5675196021816254,0.43248039781837455,7.844700626772781,13.19331265310778,7.783578117517806,13.559410252729075
Man City,Tottenham,2,3,4,5,10,0,1.57,2.37,2021-22,0.6411979652413609,0.35880203475863914,1.3546897774251705,25.605657860599305,0.9527910107959806,21.67303850291937
Leeds,Man United,2,4,6,9,3,3,1.61,2.3,2021-22,0.6114276139122437,0.38857238608775635,11.782770167553227,8.99493456085977,11.503369214590808,9.420241594149623
Wolves,Leicester,2,1,3,7,7,10,2.1,1.72,2021-22,0.4623336607615395,0.5376663392384605,11.14919113256026,7.30452679886376,11.131202165432805,7.473372293333599
Burnley,Tottenham,1,0,4,2,3,7,2.1,1.72,2021-22,0.46332336712997974,0.5366766328700203,11.571084568933662,3.512066438285448,11.350518851867776,5.979980699742695
Watford,Crystal Palace,1,4,1,5,6,4,2.2,1.66,2021-22,0.42874646738466254,0.5712535326153374,10.36783933213752,6.1862361027896755,10.222832779344895,7.185658643888185
